Internet,Radio,TV,Sales
7536,11215,12035,308517
18631,19479,14215,329876
17494,4300,14322,333361
8401,16143,6495,303932
17678,6130,12963,326647
13370,8881,4422,299805
10378,1210,19542,353840
11191,17173,10574,316219
12371,10849,18722,351640
5806,3789,14757,307158
14231,3379,3556,293581
7728,10896,4220,291839
19237,19527,13983,328784
18462,1569,9780,314139
18503,8698,15891,341483
18876,14529,10591,318607
6349,18712,6885,303564
18217,12165,17825,350529
7528,1104,13203,303708
2247,2519,4467,241407
7797,17974,3526,304931
5744,19158,4882,301590
8728,19917,6246,309988
4552,18376,8458,298258
4737,17205,11449,303907
6209,8986,15015,315018
14914,13710,4432,306866
5041,13880,8595,293278
12210,18402,12002,321790
10141,11634,15969,332287
14532,17004,14683,332006
6344,7375,18117,332418
6525,18167,16415,330248
16554,18284,9633,316992
15237,8175,18923,357189
14404,13253,19911,360858
3872,12120,8809,284386
7328,17526,11346,312610
6069,7930,13215,304783
2121,2265,1043,236115
12568,1600,18725,353115
12269,18334,6360,311412
13876,1637,18111,351443
17653,12273,3058,306660
19458,7348,13777,331894
12958,17145,17846,346431
8504,9509,13836,317049
9813,5245,10588,303229
17740,2313,8293,308209
10842,13844,4603,303152
2687,2279,12196,270109
13505,1914,7187,297466
10767,6348,18903,350231
16898,14267,11939,322245
10846,6447,2192,290672
17769,14543,16213,340367
9827,15650,3577,304348
6990,9861,8829,295171
19842,13490,9516,315873
17115,6082,3033,300293
8178,16884,7523,305767
1306,13271,8860,257293
8713,16800,14390,325208
4124,16554,6854,290651
1377,17289,3740,262677
11305,12833,1341,302650
18263,15222,13380,327712
16488,8693,12736,324457
12220,7350,16710,338986
13861,8125,16090,337952
17112,5547,5936,303359
14637,19626,13205,326878
14351,12715,11848,320085
10313,10821,3548,297246
16112,5181,16893,346167
10389,11767,11249,312632
3466,2821,13237,283347
18061,10538,11928,322542
11117,17903,5528,309538
13008,16902,4951,309483
4102,4421,13105,289610
16320,3410,4200,297795
15498,17502,6537,311970
2841,12072,17418,311024
12310,19456,6619,312876
10912,1793,5998,288500
13771,15965,3900,308664
13512,5716,8506,304402
4324,2918,13164,289497
10240,18641,9580,314383
19030,12440,10526,318354
5846,13787,11474,304047
8896,19498,16301,335340
9372,15624,17450,340260
11203,14913,17734,344232
6541,16498,17402,334164
8319,8933,4231,289987
10594,12162,11112,312853
16823,8468,5842,304982
6739,6348,15404,316944
16899,10385,16823,344817
6797,3269,1590,272328
7483,14467,17691,337217
19359,10192,7315,310249
10498,19755,3026,312177
11524,14649,14361,327871
12883,4834,8641,302970
12288,14755,11191,317190
5285,8324,8729,285754
2128,13709,12150,280995
11939,11287,14422,327363
1641,13517,7187,261070
6267,11293,8130,293161
1584,1204,4779,228474
2461,12916,4493,268083
3932,1333,12062,279302
5001,12104,19428,337784
18436,18697,9315,316250
6230,6303,1971,276660
11474,17498,2016,310167
17786,7720,5182,304414
8051,18104,19915,352840
15425,2635,10275,311590
16418,13097,17043,344773
7290,10303,9902,299663
15439,6574,9198,309815
11500,2931,16074,332918
18062,7314,8113,310038
11849,13790,16872,340126
4318,6004,17508,317360
2078,16319,14046,291307
11420,16630,3416,307875
18071,7731,10019,315644
13990,13167,6460,307333
14246,3110,4347,294283
6895,1700,17033,324243
5329,12268,9451,293993
6110,11098,12615,305901
12155,12348,15059,330989
13130,17840,3173,310958
8388,14425,9157,305803
13733,13901,16217,338524
9268,3010,4034,282340
14058,6456,8969,307148
18593,9359,1257,304761
19894,2348,15266,342373
17462,1396,10689,316172
9736,15192,8821,308483
2802,13444,6036,273909
2760,3799,12277,273548
3814,8618,12826,291837
6487,11408,5754,290237
17833,1619,3214,297209
4265,14831,10939,296652
14637,12082,7429,308393
6225,15214,11148,306186
2142,10490,17635,303037
13863,8127,10381,312370
9399,19610,3442,310499
2517,8375,11165,273552
18485,10685,10560,318094
18382,15692,2769,310023
16396,17602,6131,311845
18498,3717,2701,299522
7691,3630,9708,291887
13872,15113,6660,309338
4913,17597,5171,295413
5038,13500,15498,316586
4958,18081,3096,296890
9692,15430,1872,304549
7426,17791,11259,312895
17996,4719,4943,302185
9008,15955,7432,305887
11348,18832,9878,316172
3263,9953,10197,280000
3687,18319,16646,319533
6165,13218,1547,291768
18096,17839,1791,312815
3522,4572,7376,264648
8589,2631,18743,342739
16282,4911,18381,356246
1741,9873,3998,251046
11000,16990,3941,307891
12957,11059,7150,305276
3957,17570,3814,290492
14783,18887,14713,332313
16491,17168,10288,318045
6656,13985,6645,296312
15452,18566,11400,321231
2242,2614,14682,278013
14327,7056,11359,315976
7871,4748,2116,279555
16520,17211,4769,310940
4142,5543,1546,263852
7908,18757,1668,308164
8442,19078,3512,308154
16168,13326,19583,359788
10322,7742,4828,293449
9506,18238,18243,345487
11454,13988,16219,336279
3751,2105,16870,305816
9815,15689,13801,323889
18014,16029,1074,311718
14042,9725,2597,300866
2235,14215,1227,269414
12098,14224,19803,357781
8225,10088,13024,313230
8511,1523,16925,329489
11312,11325,17463,342417
9071,13448,11920,313947
13101,8425,15047,331286
1862,1058,1466,229163
13536,18032,18445,349894
1553,9125,2579,245403
7467,4788,2644,278498
6548,18173,3699,302271
12673,10108,17562,344894
17861,17664,8923,315345
11052,3636,9464,300702
2106,11730,6353,262946
10471,12993,12876,319523
7025,8866,1871,285157
9047,14915,16337,333599
5508,10269,14574,311113
7038,4110,5357,278777
19358,1331,17751,358229
3152,4492,12654,280104
5639,1172,15638,309085
18604,15764,13043,326391
9097,12743,6366,300130
9822,18156,18957,349891
18219,1173,2648,296810
1154,4662,11791,247316
9101,1130,10026,294846
8810,15561,4485,302556
6426,9824,13078,307591
2602,14169,1472,273118
5846,5149,5637,276124
18876,17718,19045,353907
1721,1341,8770,241548
6724,4079,7660,282538
17852,4356,14583,335198
13558,16867,18372,349722
10679,2143,3368,283998
13542,10151,19111,355789
7152,18354,7189,305361
13631,16642,17165,343235
17967,9074,18971,359602
6454,18825,17965,338258
11448,16444,2472,308061
3805,2842,8707,267484
4709,4678,16616,313023
3225,10639,10733,282497
14704,8806,7445,305905
6946,14303,1267,296890
6669,5609,8899,288120
9768,19850,10572,317164
3239,16621,15786,310601
14028,13796,10018,314780
8924,3224,6267,285554
5311,16641,18346,335226
5655,15843,19909,345540
18472,1110,6382,303467
1999,7958,13839,277615
11091,11314,4322,299686
14128,15157,4213,307928
3141,12951,5255,275101
15346,18721,2592,313113
14606,11606,15335,334806
14140,18064,19012,353330
13352,2236,18638,354042
19768,17797,10342,317980
10996,3046,17565,341332
1397,2164,17165,278695
14666,12688,19410,358006
6312,4682,15232,312898
8050,15595,15298,327012
1331,4375,16818,277594
19541,12004,16651,344456
10106,4044,9707,299621
5700,7130,1330,276208
5605,16430,17415,331097
14175,8550,17599,347235
10653,3633,8169,295645
7320,5105,8288,288066
15376,15030,14081,329717
1268,3744,4886,228088
10099,14242,13394,321782
4726,18571,13827,313350
6892,6353,15870,320143
10917,11070,18909,350674
10471,11633,12251,316204
14416,13192,10953,317415
17744,10765,8354,311702
14356,11087,17843,348424
2424,19426,5890,282890
8043,7839,4310,287355
13600,15059,19730,358404
11233,14777,6517,306424
8976,13547,3533,299290
3166,2253,8104,259191
13423,8207,2102,297935
13864,1203,8245,300686
17791,12550,10129,316753
5246,12265,17103,324873
5290,15929,6271,294473
5679,17754,11149,307611
8722,8325,4820,290585
11054,3645,14312,322002
1205,5208,5055,230331
19243,7921,1087,303872
8139,9476,19332,347304
9148,6058,19094,347649
7457,12768,12744,312530
8395,15430,13862,321470
5472,10223,1328,282322
2642,8653,6540,262976
10389,8510,12298,313956
7715,7239,6412,288270
10826,6335,8583,300164
19172,15612,13996,330097
3508,9911,4184,270524
1752,14530,11666,275398
11636,6877,13068,318682
4181,16201,6041,289520
8134,7835,15802,324836
9565,15893,18280,345262
12070,12119,16564,338513
1699,1544,13461,261694
17141,2602,17219,350671
5658,16796,13153,312648
1576,7160,8754,250319
14332,12876,19127,355852
8954,3513,12766,308528
8041,17524,11440,314407
5738,2314,17251,320817
19411,14459,16535,342321
13413,6307,11380,314334
12847,11611,5242,303181
6750,8747,14743,315461
16881,12757,15848,338798
2731,6265,4191,255373
13007,6317,6399,299108
4315,6728,2715,268054
1431,1805,2692,224134
10374,4814,9925,301812
19261,17868,14584,331673
3926,5733,2975,263304
7711,10422,8546,297471
16902,13626,1293,308505
8821,12632,9366,305043
11158,18307,4163,309966
9531,19979,14558,329095
18720,17304,15592,336311
6943,5236,5468,280584
4549,3187,7461,269576
11118,6842,2812,292096
18338,12300,18316,353442
1095,1747,15377,259639
4558,3753,4109,264152
18394,10328,19310,361241
9648,6790,5107,290832
9209,18076,9626,312581
8512,11965,19342,348897
12571,12312,19590,357297
9389,1732,11770,303686
9093,13799,4620,300231
3063,2290,4982,250836
1333,2867,18945,290455
1951,6664,7888,253192
3303,12885,13133,295079
1976,15565,8842,273187
14647,10973,11916,319959
18852,11512,16007,341012
6520,3246,10609,290196
9407,17066,3250,306216
10321,6046,15184,326116
7190,5789,14077,311131
2654,9231,9927,272333
10444,19541,17972,345337
16964,1658,14955,336607
2100,17058,14910,296140
13401,3218,7937,300509
14623,7971,18520,353833
9507,11726,9558,305916
3859,1386,17073,307329
1596,1222,1397,224978
6760,2247,13386,302644
1698,7760,15160,279309
2065,15703,4646,269904
6886,2620,6541,278046
19166,9840,18259,355228
10752,4520,15139,326210
4620,17118,14765,314946
13833,17400,9260,315242
18243,11245,8415,312296
17115,4739,10048,313998
4330,3864,8496,272302
8644,18328,9924,312618
8865,6647,19182,347613
14763,9896,11882,319582
5670,12274,12749,306040
18492,17574,2098,312200
17137,4380,14307,332805
19244,16504,1594,311607
5238,16724,15475,320367
1095,18887,7578,261750
7657,3417,15068,316226
18796,15181,17272,345724
5616,19946,14906,322373
3073,6472,13424,285722
9491,16182,19316,351325
1913,2998,14833,274699
15947,11843,1018,305985
1145,9003,1296,236472
8639,11214,17624,338263
2969,1657,19577,317796
17279,12457,12574,324551
10794,12499,7846,305143
9112,11953,5872,298395
15435,11894,5192,305901
5568,11667,8058,290863
4495,4839,1978,264518
14142,19541,14629,331940
13324,16357,10252,316478
9283,6441,4264,288341
7441,12492,3396,293717
16660,17901,8220,314331
16943,6022,2956,299988
15072,16986,12407,323716
6788,18656,9818,308983
11448,11769,9233,308414
12581,1491,15535,331776
15191,13851,5278,307656
1391,3806,9186,241432
4859,1389,9618,275344
12108,3887,16285,335743
10613,6676,2428,290625
5205,18229,13381,313368
7192,13365,5296,295466
14715,9182,13680,326830
10435,1227,12923,311833
7174,13793,8216,300028
8181,12397,12239,312152
9985,18144,17841,343899
14811,1777,10443,310778
18724,13610,16317,341544
12392,16432,18484,349666
2791,18467,6361,284647
18719,17921,8451,314504
19988,18275,16266,338603
14297,4771,4689,296716
18595,9984,7747,310604
16952,19596,11297,321129
4272,1642,4525,258401
9441,15535,7374,305972
3893,3524,1855,257272
5822,14659,5332,293424
2323,17718,16522,306908
15276,12485,8635,311565
11091,1433,18686,349311
2558,13273,5993,271091
13033,11226,12277,319697
4607,16621,7069,293540
1550,5510,19756,303260
15450,15390,9560,315349
7076,14314,11875,309982
3716,11988,15667,308460
13968,3679,18905,356788
13771,2966,2793,291484
19961,18313,10534,318362
2051,5790,13497,273613
9496,10352,16705,334532
9717,11238,11386,311405
8921,13291,13022,317537
16768,7266,11077,317952
16617,5134,2225,298294
2742,13848,2473,273068
12143,18247,11699,320775
3709,3485,2405,256066
3386,7829,18319,317463
4669,8475,17789,323172
11582,19094,12926,324648
14734,1539,15396,335354
8104,4243,18833,342269
19071,15837,3707,309893
14823,3263,12693,321181
18828,8402,1933,303832
15488,1738,15371,336568
7102,15540,14111,319553
7290,3502,19250,342181
15322,6915,3638,299422
7488,2274,5523,277625
15469,6466,14422,331097
16760,3795,15912,341456
6557,6701,9695,291689
3131,18187,17273,318626
2761,5646,2424,252916
17905,10772,19959,365016
19242,19851,9473,316473
13938,9018,3257,299970
16909,9396,6387,306555
16348,4341,8105,306631
6545,5295,7503,283329
12624,12955,6946,306492
2758,12672,16056,303431
19966,16166,4324,310053
8976,12931,4008,298315
17509,2908,14605,335190
5634,18882,17535,333520
5519,4806,18717,331343
10372,19779,8107,313368
4796,9646,15400,311185
6026,17241,4289,298763
12784,12843,9379,311366
17238,17684,10176,317959
17468,13151,17424,347359
17548,13880,15733,338162
13562,10324,11646,317553
10713,9037,17577,341741
15119,8894,11460,318050
10694,7632,19799,356376
5727,9063,10326,293583
18063,5966,7804,308724
8261,2618,4267,278824
3376,15228,11152,292197
18516,4036,11934,323124
19306,8993,19216,362262
13254,17729,19915,358494
19233,5331,8956,312968
19682,11971,8381,313020
18659,13818,2376,308569
15618,17285,8945,315115
15740,11827,1842,305314
13893,18419,19794,357773
10994,11082,10224,309821
1580,12198,15115,282907
12390,19714,19218,353465
10209,1480,1551,280141
16164,14625,7126,310715
19024,2229,4081,300501
12528,2636,10778,308099
16729,6217,18749,358676
5543,5126,9352,283873
15637,16977,1840,311689
7596,1737,13045,303751
16909,4506,3473,298844
16348,11372,13370,327157
19149,2304,1605,298475
8875,1780,15622,322548
9540,18004,13263,323066
8143,9133,2399,289099
3617,5836,16403,305468
18406,15587,17617,347326
6554,10354,11456,302327
5755,7464,18451,332177
5967,15951,6409,297177
7772,18601,19930,352493
3586,17105,14191,306758
18216,7211,12862,326640
9458,8017,11109,306912
18295,3267,19862,370696
5702,12606,15079,316583
3893,14582,8608,288374
5202,4788,4813,270935
18229,18056,7350,313140
8452,10588,5606,294459
9466,4258,3503,284399
6356,2480,14160,305197
12482,5404,17673,345374
16751,6396,11795,320570
1636,9256,7886,253422
5803,14256,8786,297422
15546,15597,12127,322619
12484,2421,2300,287737
2077,3055,13450,269792
7370,14155,13840,317936
7353,10272,16716,329093
18247,13644,4291,308246
10300,6197,19944,356628
12128,15296,16838,340413
12011,12840,9458,310681
4484,13614,7521,288089
8779,12735,11943,312776
1719,4332,3725,236927
18819,12776,3970,307673
6145,12463,8456,295224
9179,9326,19302,349700
4423,4352,14985,301386
2651,14708,19220,322348
2363,2621,3022,241338
2207,15918,11348,282944
2102,2887,2183,237926
16572,5994,5865,302907
15327,10704,8106,309321
3244,8253,16387,304831
18210,10204,12883,326400
9008,16379,7991,307271
17928,4651,8562,310147
13762,17171,6024,310716
5583,18130,17407,332164
5743,10049,12102,301208
1419,13921,17220,292882
15520,6522,11241,316911
8028,5164,16792,328819
5982,18928,3972,302023
11099,1217,3416,283686
5800,16344,12813,311443
6863,7145,3104,281287
11621,7724,12526,316748
18277,5618,3108,301203
18413,7542,18785,359800
1268,18741,7326,265236
10818,11287,11191,312766
16861,13298,7375,310555
11578,11187,11293,314217
9707,14159,13203,320350
9117,15660,4774,303351
16879,13210,4512,307488
18809,7948,2381,303428
19652,7056,10418,318265
7525,6363,4464,283255
4287,2882,3086,259356
13925,2831,10240,308896
12383,11403,18336,349174
18598,6299,13516,330159
5524,13813,11661,303432
4743,8759,9174,284882
9431,13993,15882,331588
6249,3202,15794,314673
2303,16343,6176,275089
15396,9274,17555,348184
19848,7328,4370,304962
1550,17857,19035,309688
11417,9281,11919,314913
3475,19894,16504,319042
11837,4153,16017,333599
13900,12950,1173,305824
3408,11099,1124,272566
5404,6936,15703,313361
1034,6642,2712,227174
16218,7035,14402,331893
9795,1837,11417,303402
8982,11538,16555,333082
1974,4934,4972,243983
6472,4605,2470,274204
4675,13071,17015,322293
4312,19134,12871,308761
1987,10455,3607,255980
14634,12646,9867,314188
2687,15609,5508,277018
4123,17813,6998,293183
3139,13025,9106,281289
4377,2348,8962,271529
11562,14508,3959,304835
15724,2184,10934,314558
5755,2730,11417,289336
10614,17566,1652,309825
3142,7007,18632,316802
17022,13806,18486,353039
5239,14235,9275,296196
19586,18808,3514,311954
1497,2454,7536,235870
4196,1674,12443,283488
18009,9642,18129,353802
9803,16249,17437,341037
1724,16121,13633,284379
12228,11677,3219,301440
3441,13779,3270,278564
1834,8332,13997,276446
10284,14737,14993,329098
3514,9764,18868,323603
5301,9244,19630,339052
3399,12607,13149,295505
3365,9267,19052,323288
13730,13526,3366,305570
17969,17742,5304,311483
6632,15636,10153,305299
2108,13283,16806,300848
18817,4612,5632,304209
10088,11437,4250,298128
8926,17303,6802,306879
1232,8051,10088,248914
15091,7324,19783,363389
2142,16132,8968,276673
1890,7775,1047,247620
12609,15238,15417,333839
14907,15099,2595,308535
3821,19561,12439,305300
12560,7568,8705,304944
11146,2194,7674,293826
4875,8238,1457,274708
12291,10015,2483,299010
6373,11512,7911,293433
15586,8149,8291,308391
12406,19976,17892,346237
5425,9835,18286,331053
19363,10239,12160,324177
11302,19753,6974,312897
11226,1898,7928,294438
18279,16702,10122,317596
19375,4350,14826,338316
6249,14221,6735,295505
7896,6729,1957,283576
12106,11874,4832,302253
7460,16564,13025,317240
11026,16449,5986,307800
19148,4138,3836,301674
6941,12300,9645,300490
12127,2431,8466,298747
1401,14321,11555,268490
18975,4677,11349,321164
12054,10484,3898,299711
6739,15802,15732,325896
17660,8064,17458,350230
18770,19962,10997,319882
11044,18692,6527,311071
5278,19906,8179,303478
19946,16142,18709,353087
10608,12077,12296,316919
14493,19492,8376,315403
18268,13176,16260,341328
18121,1532,19806,371415
5313,2441,1658,263538
15030,2668,11872,317579
18209,2654,16876,349930
6315,8869,6006,285444
6348,3372,7490,279376
17538,16287,10483,318395
5766,13956,4978,291651
5239,14418,4260,290134
10519,4530,15608,328334
11934,3630,1589,288130
14940,3358,18702,357113
2613,16049,12477,291141
14183,12334,6397,306626
5657,12094,8895,293756
6203,15465,3093,295945
8734,10813,16315,330868
16718,16850,19370,356538
13770,5799,6785,300621
19674,6420,7744,310293
14901,1434,2934,291771
5350,3598,7398,274728
5039,10262,7386,284724
19938,3874,16564,349395
15038,3479,2575,294215
18203,10874,18940,358287
8007,17904,19402,349598
14053,11425,12318,321040
10643,19749,16384,337768
6828,14658,8991,301847
15661,4641,6706,302334
5633,8558,14419,309216
18015,15701,2611,310080
2001,17682,9591,279018
17976,19590,14552,331333
8759,18055,18071,343400
4777,10917,1657,280453
3493,7583,18857,321703
11941,1670,17687,344290
10047,4331,2215,285144
16550,4805,3893,299077
9620,3293,15521,324958
18833,1136,6851,305208
11635,11962,2718,301077
15279,17465,13372,327175
6991,7415,3135,282303
12288,4092,4705,292271
14871,17218,14504,331394
6238,11596,12888,308012
5485,6198,16280,316434
11338,3254,12174,311859
4586,11422,5651,281912
18355,17441,6228,311765
15216,2091,17664,350734
4740,5478,6702,273093
5189,10676,8104,287630
18128,13467,15562,337652
3624,17927,3785,289254
5931,2627,15113,308701
9707,13905,2170,301589
7291,9982,10728,301839
9601,5438,10316,301885
5508,18986,15961,325596
15028,7153,9489,310490
11046,18942,4162,310808
5202,1439,13638,295538
19649,10688,16957,347050
12472,18751,18376,348912
17318,14504,6850,310658
8258,5549,8400,292113
5768,18316,11529,309682
17425,13504,14067,330561
14862,4331,13333,324562
9438,6105,1109,286727
13192,9462,10349,312182
1968,5945,8500,253634
10478,9561,17660,341896
16261,2213,1478,294076
16065,16247,9196,315174
10478,16428,1710,307587
3518,14272,17255,317715
11446,19012,14773,331228
8093,4540,17429,332779
11047,2542,2645,284872
19780,11799,8625,313562
18656,9528,12017,323288
11189,13268,3449,302472
8081,2496,2881,276360
18649,17034,7209,312485
9182,12115,7114,300504
7013,5966,11885,300569
13931,11910,9914,313274
6590,11288,5289,289878
7048,5511,11531,298731
11164,3432,1581,286065
12409,10229,7660,304708
11456,5896,12043,313257
8493,8279,3587,288849
2004,8587,4651,252489
11651,9060,13714,322738
17481,6530,16614,345627
14290,11943,6829,306983
7504,8709,16080,325026
8450,5083,19245,346533
13176,13127,18611,351542
19955,12123,2875,307412
7358,13390,4712,295585
19436,11730,14757,334911
3641,1129,17841,310652
1230,17859,8197,263652
7023,17277,5506,301986
14908,17829,7845,313549
8276,5983,10601,299794
18723,18196,9793,317036
19406,5133,2753,301770
14095,15204,13368,326235
17881,6260,15975,342401
19682,12994,1344,308675
10950,2845,5349,288683
15687,12768,12445,323208
7811,15242,6457,301245
14160,18301,2870,312159
11822,6288,1010,292360
10506,7180,12960,316104
19954,7849,4919,305929
11969,5452,2426,291417
1066,17612,11612,266655
15385,17780,18467,350621
14912,9629,5821,304027
17444,16731,17588,346481
19798,19719,4592,312109
4272,18601,14588,314108
9373,8043,3646,290714
7507,1459,3069,272455
2030,3407,17727,294842
13165,4312,14037,325203
15802,5205,15433,337059
13666,15547,11416,319421
3145,9455,18844,320230
9474,13873,8061,305007
19701,12377,10518,318537
2239,6564,9023,260026
19671,14502,15666,337982
17341,10376,7460,309379
16880,15041,11396,320613
14012,11846,9031,311013
19977,16521,17134,344066
1036,7357,16226,270351
10277,14893,8524,308370
17330,3605,1784,297396
11957,8066,17092,340896
9463,16661,18650,347392
12495,5517,6304,297150
7194,8328,3054,284774
18243,3072,13298,329270
1541,5398,9129,247337
13371,3077,5457,294448
1861,3858,18833,300422
13534,7729,7258,303071
13734,6890,6079,300268
13335,9949,15303,333165
4128,9500,17146,316883
1571,4220,1743,232683
19836,9158,2631,305170
1523,13923,18260,300793
14342,8740,10735,314509
4843,9413,13846,303578
13645,4556,7628,301277
17857,4975,3183,300218
1364,5584,4930,234673
12392,18382,14422,330229
11283,9957,2672,297365
4054,13618,9105,288768
7268,8033,17740,333718
10645,14160,18614,348560
9116,1459,19730,351586
11361,14257,3624,304201
15638,7914,1925,300337
14942,1614,4054,293450
11587,7487,5257,296136
17645,11606,16446,342722
15774,7216,14905,333955
16857,12803,18087,351103
4080,14879,6205,286479
15323,6296,8887,308584
9212,2627,10274,297750
12679,11293,8809,308593
9537,9433,6982,297384
19297,4142,11055,320357
4508,12765,3346,282946
19432,9428,8298,312181
15889,4732,9695,311119
3590,12710,2667,277207
8049,5794,7380,289164
6114,1204,4553,268053
19605,19556,19729,356129
6671,5646,2389,277159
9004,15923,3039,303632
3906,14385,18314,326410
7478,15629,19469,348201
13588,19581,11056,320472
6361,7687,3182,280518
19156,17425,9440,316110
15207,12852,1599,306383
5144,3434,2346,265228
8121,1694,15199,317429
6552,18926,12419,315375
2985,5301,2935,254558
12221,11001,16006,335546
4325,14624,14113,307938
10801,12870,12252,317614
17127,5935,7429,306751
14098,5809,17318,345803
3009,2021,13864,281405
9522,14017,6960,303507
18528,2524,11327,320537
2970,14854,1356,278423
10063,15700,8484,308905
5533,18658,6068,300277
17486,2505,2478,296846
2484,9033,3252,258591
2746,16056,15713,305476
2618,7733,5749,259473
3209,9538,17659,313319
9706,1078,5104,282292
13662,14797,5877,308088
2856,9664,2064,263834
17889,18137,1809,313127
11672,8538,14911,328363
4458,17201,16028,319848
19098,4552,4557,302791
19174,3780,15373,341416
6757,18480,17081,334319
14666,4566,3381,295572
9086,7011,3879,288417
12730,8313,9771,308909
19800,15982,12714,325144
15200,16533,15779,337078
15440,17745,2365,312130
6360,19950,7167,305900
16426,5761,17376,349423
19210,6570,5076,304832
15762,14425,18458,352042
8713,15076,19683,352109
3794,3432,9142,269836
6187,6312,15015,312579
10165,2197,16035,329090
1861,9057,10545,264070
15852,5647,15965,340111
2114,14323,2783,267224
12821,11644,18780,352468
14231,15150,13345,326215
12953,11653,19006,354065
17215,2363,2785,296550
18408,16344,10551,318612
15140,16401,1583,311059
19105,19153,13332,326642
8231,7626,9710,298552
2278,15386,16979,306148
16633,11322,9029,312820
7508,14384,12401,313013
12706,10135,14685,329298
19129,5565,5320,304548
10196,5153,4294,288602
14935,15450,11005,318868
15087,17618,4345,311072
11997,11284,14913,329768
14031,8068,12000,318502
5089,6158,10722,287804
3972,17769,17042,322693
15813,8337,10358,314737
5335,6473,5221,275529
8200,13937,8667,303713
12114,4980,15894,333609
11482,9034,12607,317613
6211,1397,16335,316460
17088,10644,14202,331380
4178,5788,12317,288316
8080,1122,6650,280502
11403,11635,15653,332707
6112,12182,5135,289688
4721,8405,4515,275352
8569,6663,1032,285512
11670,17464,12705,323080
7622,13196,10253,305218
2471,18478,6569,281761
19565,18870,7552,313321
13734,4275,17569,347035
19654,6502,18144,357381
12295,8771,3116,297276
11614,8616,9582,306777
10549,19886,7851,313338
18609,10301,8245,311808
18537,3639,12924,327730
15245,17941,11910,322464
17755,13719,4349,308177
11655,6005,11782,312638
17340,6542,10587,316626
16647,17468,10851,319548
13393,1186,18257,351572
15569,6584,15190,335268
15015,10764,13269,325594
18488,15681,11103,320072
14514,10844,11562,318507
8458,8300,12866,311623
3337,5931,17893,312648
9351,14713,13636,321833
5326,5031,19659,337258
12933,16029,15830,336156
17028,9509,12568,324283
6807,13655,15898,325311
5201,15999,11180,303515
14379,14812,4774,307860
7415,11803,12749,311484
8603,3066,2348,278769
8048,16509,16496,333256
18761,12663,16607,343577
12287,12289,15776,334675
10972,12446,13037,320572
4730,12968,15496,314580
19674,15618,3173,309826
1446,4708,16529,278629
19690,15417,3399,309631
16608,6919,9862,313453
4728,7097,5626,274140
17483,3474,6000,302563
12326,16719,3314,308818
7198,10265,17433,332769
6056,8936,16443,322071
7227,5361,3463,279347
16195,18323,7310,313391
7431,15406,4118,299249
5666,4053,17638,324230
7709,9102,19329,345952
13401,12206,13521,325443
16115,11846,17686,348711
2811,5276,10580,269419
10305,8171,13869,320471
7955,13743,8580,302704
11135,11780,9623,308972
1803,18922,10216,279843
4659,5710,5052,270116
6913,19177,1436,307197
19008,16299,15414,335919
17856,1738,3609,297821
3509,9722,18138,318840
11190,17981,18892,350947
2531,4746,4150,249632
16186,17650,3167,311584
3524,19412,18048,326557
7160,15904,19518,347791
9844,6091,8288,296835
11935,6130,9900,306254
15618,18067,13403,327412
16464,15190,6956,310970
8046,1701,16432,324759
3694,14588,17641,321345
2184,12458,3506,263441
5714,18024,15630,324011
17301,19189,17020,342430
6797,13303,4516,293695
11274,4689,18926,351482
16716,3993,1748,296971
9212,10598,19715,352751
16155,5243,15777,339499
7786,1613,18437,337426
6142,16819,18514,339258
5068,11744,9239,291452
4999,10553,7269,284820
11925,4068,17688,344352
1632,14033,7791,262972
7636,16093,16258,330939
14521,4751,4634,296977
10129,1260,14227,317917
4545,17881,17996,330792
17294,2630,12715,325105
1093,7689,11534,249895
14895,3754,18298,354058
18274,9213,12883,326555
9601,10660,18217,343816
3747,16721,15430,312605
15423,7001,13354,325860
12480,16013,3580,307871
3448,1444,13477,282610
18304,7605,17714,352656
4396,12879,18760,330885
8512,13368,5859,299265
8554,3354,19213,346231
12748,6947,8020,302901
2986,14602,18893,323328
13616,16553,4614,309340
6953,2407,14469,309372
7510,7649,1325,284289
2742,4024,1932,248460
10929,19242,11290,319470
16434,16544,4064,310266
11026,2689,6598,291304
12425,2824,17250,342458
5289,14278,10427,299370
2721,9086,12320,281240
19697,7225,1278,303523
3971,13066,13665,302134
3124,5958,8601,267119
3908,7912,10289,281829
16754,7936,1904,301547
16734,12797,19711,361242
18045,8708,15705,340112
2186,16930,16061,302213
16083,12287,4333,306126
8417,1200,9549,290851
6090,9729,5002,284861
2214,1396,15766,282498
8128,14953,17451,337640
15989,2716,6583,301104
14842,15355,10753,318075
9658,2604,8406,292536
7069,14270,2335,296415
16619,16759,10009,317266
6233,6599,9042,288226
8045,18136,5396,305668
10008,5905,6450,292681
4692,5933,3089,268729
4198,2239,1102,256074
19787,19987,3258,312837
18569,5478,19133,363902
7049,16970,6378,302109
5758,11994,4920,287796
11942,1752,7108,293687
18403,16409,6821,311780
19857,17993,17232,343552
4042,7756,2914,268736
3089,15229,10472,288065
11930,2559,15778,332009
17358,17979,4542,311573
12931,17889,7289,312172
16382,2734,6165,300787
12582,6848,12318,317069
19823,13040,6625,310277
3617,9782,3068,270521
5035,5320,19294,333223
13669,3318,4739,294054
17557,2729,9220,311107
6823,2417,11774,295353
